id,trigger,conditions,script,text,options,notes
greetingDiktatNeutralComm,OpenCommLink,"Commission hasFactionCommission
$faction.id == sindrian_diktat
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Ah, Captain $playerName. You've been making a bit of name for yourself in the Company. A rather bad one, I fear. Try not to forget how important the Company is, please.""
OR
The Company $personRank has a frown on $HisOrHer face. ""$playerName, I hope you'll forgive me for speaking so freely, but maybe you could try to improve your performance in the Company? You're making us other employees look worse in comparison.""
OR
""There's quite a few rumors floating around about you, Captain $playerName. Rumors like you're secretly buying inferior fuel brands. I do hope they're nothing more than rumors.""",,
greetingDiktatNeutral,OpenCommLink,"$faction.id == sindrian_diktat
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Your fleet has been scanned and ID-confirmed. Have you been to your local gas station franchise lately, potential customer?""

The Company $personRank pings the nearest Sindrian Fuel station on your starmap and cuts the transmission.
OR
The Company $personRank has a strained grin on $HisOrHer face. ""Looking to buy fuel? We're a fleet, not a gas station, potential customer.""
OR
""Comms established, potential customer. Remember, never settle for inferior fuel. Always buy Sindrian brand Antimatter Fuel!""",,
"#END Sindrian Diktat fleet greeting lines",,,,,,
,,,,,,
# patrol interactions,,,,,,
,,,,,,
# patrol stopping player w/ transponder off,,,,,,
tOffPatrolBeginFuel,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$faction.id == sindrian_diktat
$sawPlayerTransponderOff score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
unset $ignorePlayerCommRequests
$sawPlayerWithTOffCount++ 10
$transponderOffConv = true 0
AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
OpenComms",,,
tOffPatrolBeginNoTalkFuel,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$faction.id == sindrian_diktat
$sawPlayerTransponderOff score:100
$sawPlayerWithTOffCount > 1 score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
MakeHostileWhileTOff tOff true 7
$sawPlayerWithTOffCount++ 10
$ignorePlayerCommRequests = true 0",,,
tOffPatrolOpenCommFuel,OpenCommLink,"!$entity.patrolAllowTOff
$faction.id == sindrian_diktat
$entity.transponderOffConv score:100","AddText ""\""Greetings, potential customer! I hope you understand that running your transponder off in $faction space is against the law. Please turn your transponder on and allow your cargo holds to be scanned for any potential contraband.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""Talked your way out of a cargo scan""",,"0:tOff_comply:Turn the transponder on and comply
1:avoid_scan:Talk your way out of it
2:tOff_refuse:Refuse and cut the comm link",
tOffPatrolOpenCommUnknownFuel,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100
$faction.id == sindrian_diktat
!$entity.knowsWhoPlayerIs","AddText ""\""Unknown $shipOrFleet, this is $faction! You're hereby ordered to turn your transponder on and submit to a cargo scan.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""Talked your way out of a cargo scan""",,"0:tOff_comply:Turn the transponder on and comply
1:avoid_scan:Talk your way out of it
2:tOff_refuse:Refuse and cut the comm link",
tOffPatrolOpenCommTOnFuel,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100
$faction.id == sindrian_diktat
$player.transponderOn","AddText ""\""Greetings, potential customer! We would like to remind you that running with the transponder off in $faction space is against the law. As a precaution, please power down your engines and submit your cargo holds to a scan.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""Talked your way out of a cargo scan""",,"0:tOff_comply2:Allow the scan
1:avoid_scan:Talk your way out of it
2:tOff_refuse:Refuse and cut the comm link",
tOffPatrolOpenCommNotFirstTimeFuel,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100
$faction.id == sindrian_diktat
$entity.sawPlayerWithTOffCount == 2.0 score:10
$entity.relativeStrength >= 0","AddText""\""Greetings, potential customer. Did I not tell you that it's illegal to keep your transponder off in $faction space?\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
AddText ""The comm link is cut before you have a chance to respond.""
$entity.ignorePlayerCommRequests = true 0
unset $entity.transponderOffConv
MakeHostileWhileTOff tOff true 7",,"#0:tOff_notFirstTimeCont:Continue
cutCommLinkNoText:Continue",
scanTalkYourWayOutFuel,DialogOptionSelected,"$option == avoid_scan
$faction.id == sindrian_diktat","SetNearbyFleetsVariable 5000 $faction.id $patrolAllowTOff true 10
$entity.patrolAllowTOff = true 10
BroadcastCancelPlayerAction 5000 $sawPlayerTransponderOff
MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
MakeOtherFleetAggressive tOff false
MakeOtherFleetPreventDisengage tOff false
$entity.sawPlayerWithTOffCount = 0
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
ShowDefaultVisual
EndConversation","You manage to convince the $personRank that $heOrShe would get in trouble with $hisOrHer superiors if $heOrShe pressed the issue.
OR
The $personRank appears to have a venal streak a mile wide, and some vague promises of favors owed and eventual compensation convince $himOrHer to look the other way.",,
#tOffPatrolOpenCommNotFirstTimeCont,DialogOptionSelected,"$option == tOff_notFirstTimeCont
$faction.id == sindrian_diktat","MakeHostileWhileTOff tOff true 7
ShowDefaultVisual
EndConversation",,,
tOffComplyFuel,DialogOptionSelected,"$option == tOff_comply
$faction.id == sindrian_diktat","unset $entity.transponderOffConv
unset $entity.sawPlayerTransponderOff
ActivateAbility $player.fleetId transponder
UpdateMemory","You issue an order to activate the transponder and wait for the cargo scan to finish.","0:tOff_scan_continue:Continue",
tOffComply2Fuel,DialogOptionSelected,"$option == tOff_comply2
$faction.id == sindrian_diktat","unset $entity.transponderOffConv
unset $entity.sawPlayerTransponderOff","You wait for the cargo scan to finish.","0:tOff_scan_continue:Continue",
tOffCargoScanFuel,DialogOptionSelected,"$option == tOff_scan_continue
$faction.id == sindrian_diktat","AddText ""After a brief wait, the $faction $otherFleetName transmits the scan results.""
CargoScan
FireBest TOffScanResult",,,
tOffCargoScanHostileFuel,DialogOptionSelected,"$option == tOff_scan_continue
$entity.isHostile
$faction.id == sindrian_diktat","ShowDefaultVisual
EndConversation","However, instead of proceeding with the scan, the $faction $fleetName shuts down comms and powers up combat systems.",,
tOffCargoScanHostileStrongerFuel,DialogOptionSelected,"$option == tOff_scan_continue
$entity.isHostile
$faction.id == sindrian_diktat
$entity.relativeStrength < 0","MakeOtherFleetAggressive tOff false
MakeOtherFleetPreventDisengage tOff false
ShowDefaultVisual
EndConversation","However, instead of proceeding with the scan, the $faction $fleetName shuts down comms and powers up combat systems.",,
tOffCargoScanPodsFuel,TOffScanResult,"$scan_podsFound score:1000
$faction.id == sindrian_diktat","unset $scan_podsFound","The $faction $personRank pauses and looks off-screen.

""Ah, the scans have come back satisfactory, potential customer! However, it seems that some of our ships have noticed some cargo left floating around nearby. They've reported that there is some illegal goods there. Now, they don't belong to you, yes? No? Good! We'll just make sure that this is properly processed by the Board of Security. Have a good day, potential customer!""","0:tOff_podsCont:Continue",
tOffCargoScanPodsContFuel,DialogOptionSelected,"$option == tOff_podsCont
$faction.id == sindrian_diktat","FireBest TOffScanResult",,,
